foodEnhanceIndate,foodName,ingredientIndate,ingredientName,quantity
2025-07-27T05:59:14.630Z,화염의 심장 스테이크,2025-07-16T02:27:46.113Z,미노타우르스 소고기,58

2025-07-27T05:59:12.264Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,2
2025-07-27T05:59:12.421Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,3
2025-07-27T05:59:12.562Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,5
2025-07-27T05:59:12.684Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,8
2025-07-27T05:59:12.819Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,12
2025-07-27T05:59:12.963Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,18
2025-07-27T05:59:13.118Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,19
2025-07-27T05:59:13.262Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,32
2025-07-27T05:59:13.409Z,눈알 포자 주스,2025-07-16T02:27:45.233Z,포자 주머니,40

2025-07-27T05:59:12.264Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,2
2025-07-27T05:59:12.421Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,3
2025-07-27T05:59:12.562Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,5
2025-07-27T05:59:12.684Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,7
2025-07-27T05:59:12.819Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,10
2025-07-27T05:59:12.963Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,14
2025-07-27T05:59:13.118Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,19
2025-07-27T05:59:13.262Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,25
2025-07-27T05:59:13.409Z,눈알 포자 주스,2025-07-16T02:27:43.883Z,문어 눈알,32

2025-07-27T05:59:11.044Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,2
2025-07-27T05:59:11.186Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,3
2025-07-27T05:59:11.314Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,5
2025-07-27T05:59:11.442Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,8
2025-07-27T05:59:11.588Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,12
2025-07-27T05:59:11.714Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,18
2025-07-27T05:59:11.854Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,19
2025-07-27T05:59:11.977Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,32
2025-07-27T05:59:12.125Z,엔트 세순 나물무침,2025-07-16T02:27:44.925Z,나뭇가지,40

2025-07-27T05:59:11.044Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,1
2025-07-27T05:59:11.186Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,2
2025-07-27T05:59:11.314Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,4
2025-07-27T05:59:11.442Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,10
2025-07-27T05:59:11.588Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,13
2025-07-27T05:59:11.714Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,20
2025-07-27T05:59:11.854Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,21
2025-07-27T05:59:11.977Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,30
2025-07-27T05:59:12.125Z,엔트 세순 나물무침,2025-07-16T02:27:43.737Z,문어 먹물,35

2025-07-27T05:59:09.833Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,3
2025-07-27T05:59:09.970Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,6
2025-07-27T05:59:10.131Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,10
2025-07-27T05:59:10.251Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,15
2025-07-27T05:59:10.404Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,30
2025-07-27T05:59:10.532Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,38
2025-07-27T05:59:10.663Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,49
2025-07-27T05:59:10.782Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,60
2025-07-27T05:59:10.915Z,용눈물 바비큐,2025-07-16T02:27:47.312Z,그린 드래곤 눈물,80

2025-07-27T05:59:09.833Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,2
2025-07-27T05:59:09.970Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,4
2025-07-27T05:59:10.131Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,7
2025-07-27T05:59:10.251Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,11
2025-07-27T05:59:10.404Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,16
2025-07-27T05:59:10.532Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,22
2025-07-27T05:59:10.663Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,30
2025-07-27T05:59:10.782Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,40
2025-07-27T05:59:10.915Z,용눈물 바비큐,2025-07-16T02:27:45.528Z,오크 삼겹살,58

2025-07-27T05:59:08.624Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,1
2025-07-27T05:59:08.777Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,3
2025-07-27T05:59:08.920Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,4
2025-07-27T05:59:09.054Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,7
2025-07-27T05:59:09.203Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,11
2025-07-27T05:59:09.338Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,16
2025-07-27T05:59:09.472Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,22
2025-07-27T05:59:09.592Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,29
2025-07-27T05:59:09.708Z,혼돈의 뿔스프,2025-07-16T02:27:45.666Z,오크 머릿고기,37

2025-07-27T05:59:08.624Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,1
2025-07-27T05:59:08.777Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,5
2025-07-27T05:59:08.920Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,7
2025-07-27T05:59:09.054Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,11
2025-07-27T05:59:09.203Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,16
2025-07-27T05:59:09.338Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,22
2025-07-27T05:59:09.472Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,29
2025-07-27T05:59:09.592Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,37
2025-07-27T05:59:09.708Z,혼돈의 뿔스프,2025-07-16T02:27:46.301Z,뿔 달인 물,46
